Region,7/1/10,7/1/11,7/1/12,7/1/13,7/1/14,7/1/15,7/1/16,7/1/17,7/1/18,7/1/19
"Riverside-San Bernardino-Ontario, CA","4,242,424","4,294,897","4,334,716","4,369,493","4,415,343","4,461,227","4,512,041","4,565,909","4,612,542","4,650,631"
"Riverton, WY","40,198","40,519","41,015","40,912","40,565","40,219","40,200","39,818","39,561","39,261"
"Roanoke, VA","308,589","309,134","310,479","311,878","312,747","313,152","312,647","312,988","313,033","313,222"
"Roanoke Rapids, NC","76,509","76,030","75,017","74,043","73,485","72,715","71,942","71,201","70,332","69,493"
"Rochelle, IL","53,414","53,064","52,776","52,266","51,931","51,559","51,148","50,993","50,781","50,643"
"Rochester, MN","207,222","208,473","209,547","211,502","212,659","213,933","216,163","217,993","219,814","221,921"
"Rochester, NY","1,079,974","1,081,557","1,081,508","1,081,736","1,080,094","1,077,092","1,074,063","1,071,962","1,071,621","1,069,644"
"Rockford, IL","349,184","347,773","345,819","344,692","342,409","340,727","339,635","338,194","337,110","336,116"
"Rockingham, NC","46,635","46,651","46,359","46,133","45,771","45,429","45,012","44,827","44,888","44,829"
"Rockport, TX","23,181","23,216","23,459","23,889","24,566","24,800","25,162","25,392","23,446","23,510"
"Rock Springs, WY","43,574","43,986","45,002","45,157","44,948","44,719","44,222","43,464","42,858","42,343"
"Rocky Mount, NC","152,405","151,790","150,862","149,843","149,066","147,529","147,236","146,775","146,078","145,770"
"Rolla, MO","45,294","45,246","45,230","45,006","44,925","44,766","44,708","44,551","44,551","44,573"
"Rome, GA","96,431","96,161","95,940","95,880","95,868","96,186","96,698","97,500","97,964","98,498"
"Roseburg, OR","107,631","107,229","106,922","106,603","106,693","107,164","108,116","109,197","110,114","110,980"
"Roswell, NM","65,720","65,720","65,765","66,009","65,809","65,825","65,646","65,080","64,554","64,615"
"Ruidoso, NM","20,450","20,406","20,194","19,976","19,597","19,352","19,397","19,468","19,518","19,572"
"Russellville, AR","84,255","84,651","84,455","84,407","84,885","85,114","85,399","85,143","85,056","85,413"
"Ruston, LA","46,850","47,058","47,026","47,233","47,198","47,434","47,473","47,471","47,112","46,742"
"Rutland, VT","61,586","61,235","60,803","60,488","60,039","59,544","59,122","59,006","58,596","58,191"
"Sacramento-Roseville-Folsom, CA","2,153,613","2,172,948","2,190,266","2,210,512","2,235,640","2,263,121","2,291,533","2,319,572","2,341,940","2,363,730"
"Safford, AZ","37,152","37,126","37,015","37,433","38,099","37,860","37,807","37,481","37,995","38,837"
"Saginaw, MI","199,862","198,899","198,363","196,794","195,248","193,305","192,507","191,965","190,791","190,539"
"St. Cloud, MN","189,218","190,090","190,562","191,552","193,109","195,425","196,912","198,436","200,166","201,964"
"St. George, UT","138,389","141,249","144,139","146,987","151,081","154,650","159,352","165,929","171,567","177,556"
"St. Joseph, MO-KS","127,271","127,700","127,908","127,635","127,261","126,724","126,597","126,323","125,998","125,223"
"St. Louis, MO-IL","2,789,989","2,795,155","2,796,682","2,799,472","2,803,430","2,807,503","2,805,502","2,805,758","2,803,958","2,803,228"
"St. Marys, GA","50,661","50,303","51,351","51,404","51,909","52,439","52,394","53,005","53,651","54,666"
"St. Marys, PA","31,861","31,799","31,618","31,461","31,187","30,897","30,512","30,271","30,110","29,910"
"Salem, OH","107,890","107,419","106,620","105,959","105,621","104,714","103,817","103,062","102,473","101,883"
"Salem, OR","391,479","393,978","396,076","398,015","402,092","408,022","416,818","424,242","430,404","433,903"
"Salina, KS","61,876","61,842","61,858","61,794","61,541","61,363","60,860","60,325","60,139","59,928"
"Salinas, CA","416,373","420,456","424,788","426,712","428,475","430,552","433,953","434,534","433,950","434,061"
"Salisbury, MD-DE","374,821","378,196","381,216","384,567","388,766","393,526","398,676","404,155","409,999","415,726"
"Salt Lake City, UT","1,091,478","1,106,800","1,123,748","1,140,025","1,151,447","1,164,912","1,184,721","1,204,205","1,218,681","1,232,696"
"San Angelo, TX","113,422","114,513","116,071","117,519","119,233","120,390","120,535","120,365","120,834","122,027"
"San Antonio-New Braunfels, TX","2,153,009","2,193,923","2,236,981","2,280,002","2,328,894","2,379,232","2,426,276","2,472,121","2,512,379","2,550,960"
"San Diego-Chula Vista-Carlsbad, CA","3,103,212","3,137,156","3,174,335","3,209,768","3,248,877","3,280,850","3,306,089","3,321,237","3,333,861","3,338,330"
"Sandpoint, ID","40,902","40,782","40,347","40,525","41,289","41,600","42,357","43,654","44,705","45,739"
"Sandusky, OH","76,978","76,687","76,428","76,053","75,809","75,360","74,999","74,760","74,513","74,266"
"Sanford, NC","57,877","58,531","59,240","59,762","59,401","59,371","59,646","60,403","61,208","61,779"
"San Francisco-Oakland-Berkeley, CA","4,343,634","4,395,725","4,455,473","4,519,636","4,584,981","4,647,924","4,688,198","4,712,421","4,726,314","4,731,803"
"San Germán, PR","137,630","136,415","135,185","133,955","132,195","130,238","128,290","125,549","121,080","121,464"
"San Jose-Sunnyvale-Santa Clara, CA","1,841,556","1,868,031","1,894,452","1,923,664","1,949,578","1,974,501","1,987,593","1,992,674","1,993,804","1,990,660"
"San Juan-Bayamón-Caguas, PR","2,347,932","2,322,216","2,295,419","2,269,908","2,233,776","2,195,941","2,155,066","2,104,671","2,022,139","2,023,227"
"San Luis Obispo-Paso Robles, CA","269,802","271,058","274,160","275,696","278,227","280,077","281,803","282,481","283,354","283,111"
"Santa Cruz-Watsonville, CA","263,147","264,858","266,340","268,816","270,861","273,503","274,396","274,856","273,841","273,213"
"Santa Fe, NM","144,522","145,847","146,722","147,465","147,782","148,098","148,758","149,491","149,761","150,358"
"Santa Isabel, PR","23,277","23,190","23,084","22,998","22,751","22,510","22,220","21,794","21,050","21,209"
"Santa Maria-Santa Barbara, CA","424,231","425,453","429,699","434,601","439,045","442,229","444,340","445,298","445,780","446,499"
"Santa Rosa-Petaluma, CA","484,755","487,421","489,993","494,073","498,560","500,863","502,547","502,469","498,643","494,336"
"Sault Ste. Marie, MI","38,616","38,890","38,993","38,569","38,254","37,973","37,683","37,679","37,461","37,349"
"Savannah, GA","348,640","355,582","361,745","365,103","371,275","377,827","383,153","386,394","389,453","393,353"
"Sayre, PA","62,731","63,109","63,000","62,510","61,947","61,644","61,092","60,963","60,794","60,323"
"Scottsbluff, NE","39,059","38,930","38,912","38,861","38,428","38,232","38,395","38,081","37,836","37,529"
"Scottsboro, AL","53,184","53,214","53,079","52,957","52,562","52,195","51,988","51,828","51,621","51,626"
"Scottsburg, IN","24,171","23,907","23,723","23,755","23,636","23,660","23,687","23,793","23,784","23,873"
"Scranton--Wilkes-Barre, PA","563,740","563,676","563,704","561,495","560,146","557,734","555,722","555,655","555,215","553,885"
"Searcy, AR","77,356","78,083","78,641","78,567","78,471","78,915","78,917","78,844","78,381","78,753"
"Seattle-Tacoma-Bellevue, WA","3,449,241","3,503,891","3,558,829","3,612,347","3,675,160","3,739,654","3,816,355","3,885,579","3,935,179","3,979,845"
"Sebastian-Vero Beach, FL","138,270","139,103","140,473","141,895","144,445","147,434","151,159","154,241","157,187","159,923"
"Sebring-Avon Park, FL","98,635","98,477","98,222","98,077","98,584","100,137","102,041","103,852","104,933","106,221"
"Sedalia, MO","42,274","42,155","42,304","42,196","42,200","42,300","42,249","42,445","42,441","42,339"
"Selinsgrove, PA","39,708","39,782","39,882","40,123","40,234","40,509","40,423","40,594","40,518","40,372"
"Selma, AL","43,854","43,251","42,789","41,976","41,554","40,936","40,080","39,238","38,294","37,196"
"Seneca, SC","74,348","74,252","74,551","74,937","75,219","75,863","76,535","77,388","78,307","79,546"
"Seneca Falls, NY","35,266","35,380","35,388","35,250","34,879","34,801","34,710","34,246","34,179","34,016"
"Sevierville, TN","89,923","91,192","92,362","93,477","94,660","95,417","96,470","97,307","97,895","98,250"
"Seymour, IN","42,586","42,917","42,986","43,437","43,703","43,875","43,997","43,955","44,068","44,231"
"Shawano, WI","46,208","46,043","45,872","45,792","45,852","45,560","45,479","45,445","45,366","45,455"
"Shawnee, OK","69,650","70,059","70,512","70,906","71,535","71,479","72,001","72,185","72,513","72,592"
"Sheboygan, WI","115,524","115,208","114,767","114,697","114,982","115,196","115,030","115,089","115,233","115,340"
"Shelby, NC","97,917","97,442","97,317","96,873","97,009","96,850","96,960","97,134","97,519","97,947"
"Shelbyville, TN","45,078","45,247","45,254","45,565","46,251","46,948","47,442","48,211","49,146","49,713"
"Shelton, WA","60,733","60,870","60,681","60,474","60,604","60,991","62,142","63,740","65,380","66,768"
"Sheridan, WY","29,148","29,251","29,524","29,733","29,852","29,883","29,964","30,147","30,219","30,485"
"Sherman-Denison, TX","121,034","121,430","121,854","122,362","123,599","125,628","128,291","131,152","133,787","136,212"
"Show Low, AZ","107,697","107,552","107,313","107,135","107,701","107,638","108,467","109,079","110,242","110,924"
"Shreveport-Bossier City, LA","399,935","403,880","407,435","406,237","404,534","404,000","401,947","400,161","397,281","394,706"
"Sidney, OH","49,349","49,259","49,159","49,203","48,995","49,030","48,765","48,738","48,622","48,590"
"Sierra Vista-Douglas, AZ","131,822","133,097","132,017","129,578","127,314","126,454","125,686","124,864","126,411","125,922"
"Sikeston, MO","39,261","39,147","39,161","39,207","38,868","39,007","38,760","38,576","38,541","38,280"
"Silver City, NM","29,383","29,346","29,257","29,104","28,871","28,364","28,040","27,642","27,303","26,998"
"Sioux City, IA-NE-SD","143,901","144,171","143,723","143,623","143,590","143,736","143,844","143,165","143,787","144,701"
"Sioux Falls, SD","229,099","232,150","237,032","241,772","246,133","250,012","254,602","260,083","263,810","268,232"
"Snyder, TX","16,928","16,868","17,125","17,272","17,377","17,570","17,394","17,003","16,812","16,703"
"Somerset, KY","63,190","63,510","63,514","63,793","63,866","63,862","64,013","64,314","64,584","64,979"
"Somerset, PA","77,759","77,274","77,012","76,587","76,146","75,383","74,860","74,242","73,872","73,447"
"Sonora, CA","55,190","54,830","54,221","53,997","53,851","53,615","53,770","53,976","54,387","54,478"
"South Bend-Mishawaka, IN-MI","319,044","318,884","318,296","318,639","319,410","319,703","321,144","321,538","322,697","323,613"
"Spartanburg, SC","284,731","286,102","288,176","290,414","292,981","296,558","300,867","306,740","314,137","319,785"
"Spearfish, SD","24,205","24,329","24,402","24,939","24,732","24,827","25,317","25,677","25,727","25,844"
"Spencer, IA","16,634","16,597","16,539","16,438","16,484","16,498","16,295","16,141","16,106","16,016"
"Spirit Lake, IA","16,670","16,859","16,925","16,878","16,840","17,004","17,109","17,141","17,121","17,258"
"Spokane-Spokane Valley, WA","515,553","516,889","518,930","521,603","526,336","532,163","541,030","550,259","558,827","568,521"
"Springfield, IL","210,465","211,736","212,095","211,713","211,692","211,254","210,424","209,365","207,928","206,868"
"Springfield, MA","694,935","698,017","699,061","699,964","701,671","700,688","699,804","699,387","700,138","697,382"
"Springfield, MO","437,349","440,432","444,329","448,427","451,556","455,593","457,917","462,090","466,273","470,300"
"Springfield, OH","138,274","137,811","137,171","136,638","136,311","135,746","134,723","134,549","134,528","134,083"
"Starkville, MS","57,991","57,956","58,910","59,052","59,056","59,383","59,292","59,410","59,037","59,276"
"State College, PA","154,230","155,067","155,826","158,231","159,653","160,466","162,034","162,316","162,601","162,385"
"Statesboro, GA","70,559","72,637","73,102","71,816","72,651","73,116","74,642","75,991","77,242","79,608"
"Staunton, VA","118,314","118,774","118,463","119,110","119,469","120,019","120,747","121,744","122,628","123,120"
"Steamboat Springs, CO","23,434","23,252","23,272","23,599","24,067","24,360","24,682","25,171","25,507","25,638"
"Stephenville, TX","37,912","38,922","39,405","39,886","40,514","41,191","41,372","41,723","42,223","42,698"
"Sterling, CO","22,750","22,577","22,356","22,174","22,440","22,472","22,435","22,317","22,268","22,409"
"Sterling, IL","58,486","58,286","57,766","57,468","57,021","56,919","56,476","55,955","55,553","55,175"
"Stevens Point, WI","70,024","70,088","70,425","70,518","70,528","70,520","70,451","70,565","70,850","70,772"
"Stillwater, OK","77,416","78,238","78,725","79,698","80,520","81,363","81,850","81,908","82,172","81,784"
"Stockton, CA","687,127","694,354","699,593","702,046","711,579","722,271","732,809","743,296","752,491","762,148"
"Storm Lake, IA","20,356","20,311","20,561","20,649","20,606","20,374","20,325","20,144","19,826","19,620"
"Sturgis, MI","61,288","61,068","60,992","60,989","61,015","60,804","60,790","60,710","60,912","60,964"
"Sulphur Springs, TX","35,208","35,259","35,312","35,299","35,686","35,973","36,184","36,451","36,738","37,084"
"Summerville, GA","25,959","25,685","25,627","25,049","24,861","24,905","24,836","24,746","24,782","24,789"
"Sumter, SC","142,555","142,018","142,126","142,007","141,877","141,180","141,334","140,443","140,151","140,466"
"Sunbury, PA","94,293","94,392","94,410","93,877","93,590","92,878","92,283","91,721","91,080","90,843"
"Susanville, CA","34,831","34,246","33,629","32,129","31,664","31,256","30,721","30,920","30,618","30,573"
"Sweetwater, TX","15,244","15,143","14,932","15,068","15,126","15,111","15,044","14,854","14,799","14,714"
"Syracuse, NY","663,110","662,482","660,902","661,773","660,085","657,648","654,391","651,164","650,281","648,593"
"Tahlequah, OK","47,126","47,702","47,989","47,870","48,240","48,376","48,791","48,891","48,607","48,657"
"Talladega-Sylacauga, AL","82,172","81,863","82,146","81,578","81,512","81,128","80,552","80,142","80,137","79,978"
"Tallahassee, FL","369,345","371,246","375,272","373,187","375,356","377,602","378,672","383,173","384,318","387,227"
"Tampa-St. Petersburg-Clearwater, FL","2,788,366","2,813,269","2,843,636","2,880,536","2,927,395","2,983,928","3,048,963","3,106,922","3,154,649","3,194,831"
"Taos, NM","32,895","32,890","32,759","32,957","32,963","32,797","32,922","32,790","32,699","32,723"
"Taylorville, IL","34,763","34,702","34,518","34,148","33,813","33,463","33,230","33,007","32,653","32,304"
"Terre Haute, IN","189,523","189,541","189,555","189,089","188,240","187,365","187,241","186,846","186,726","186,367"
"Texarkana, TX-AR","149,332","149,515","149,609","149,509","149,229","149,244","149,543","149,567","149,347","148,761"
"The Dalles, OR","25,284","25,216","25,370","25,323","25,268","25,457","25,782","26,296","26,432","26,682"
"The Villages, FL","94,278","97,975","101,669","106,898","112,236","117,076","122,009","124,995","128,719","132,420"
"Thomaston, GA","27,054","26,920","26,562","26,421","26,161","26,231","26,245","26,201","26,185","26,320"
"Thomasville, GA","44,747","44,590","44,528","44,770","44,765","44,796","44,950","44,619","44,334","44,451"
"Tiffin, OH","56,618","56,522","56,106","55,847","55,803","55,650","55,467","55,267","55,194","55,178"
"Tifton, GA","40,251","41,159","40,945","40,180","40,453","40,536","40,554","40,431","40,542","40,644"
"Toccoa, GA","26,117","25,750","25,703","25,551","25,406","25,446","25,637","25,736","26,007","25,925"
"Toledo, OH","651,372","650,166","648,750","648,403","647,228","645,973","645,441","644,364","643,089","641,816"
"Topeka, KS","234,266","234,696","234,407","233,838","233,717","233,520","233,139","232,994","232,266","231,969"
"Torrington, CT","189,763","188,972","187,570","186,836","185,343","184,122","182,793","181,667","181,095","180,333"
"Traverse City, MI","143,341","144,331","145,011","146,215","147,288","147,812","148,261","148,631","149,811","150,653"
"Trenton-Princeton, NJ","367,713","367,378","368,554","369,429","368,909","368,124","367,699","368,168","368,188","367,430"
"Troy, AL","32,970","33,025","33,215","33,715","33,199","33,496","33,464","33,349","33,242","33,114"
"Truckee-Grass Valley, CA","98,790","98,701","98,137","97,938","98,572","98,676","98,913","99,367","99,508","99,755"
"Tucson, AZ","981,620","988,381","993,052","997,127","1,004,229","1,009,103","1,016,707","1,026,391","1,036,554","1,047,279"
"Tullahoma-Manchester, TN","100,059","100,144","100,124","100,785","101,097","101,697","102,348","103,030","104,269","105,216"
"Tulsa, OK","939,833","945,750","952,484","961,904","969,421","980,926","988,706","991,330","993,135","998,626"
"Tupelo, MS","161,571","162,434","163,746","164,477","164,348","164,580","165,128","165,494","165,706","166,126"
"Tuscaloosa, AL","239,481","240,363","242,328","244,378","246,988","249,066","250,099","250,933","251,257","252,047"
"Twin Falls, ID","99,987","100,620","101,128","102,662","103,912","105,216","107,252","109,142","110,095","111,290"
"Tyler, TX","210,408","212,764","214,811","216,475","219,642","222,390","225,161","227,195","229,749","232,751"
"Ukiah, CA","87,799","87,334","87,288","87,054","87,225","87,107","87,285","87,576","87,401","86,749"
"Union, SC","28,930","28,670","28,206","28,004","27,923","27,743","27,666","27,400","27,324","27,316"
"Union City, TN","31,822","31,675","31,310","31,017","30,828","30,561","30,547","30,375","30,274","30,069"
"Urbana, OH","40,078","39,824","39,573","39,461","39,078","38,963","38,741","38,851","38,785","38,885"
"Urban Honolulu, HI","956,285","967,336","977,994","986,059","987,414","991,064","992,268","986,353","979,858","974,563"
"Utica-Rome, NY","299,226","298,604","297,992","297,230","295,982","293,916","292,811","292,174","291,187","289,990"
"Uvalde, TX","26,443","26,588","26,746","26,904","27,022","26,949","27,081","27,043","26,787","26,741"
"Valdosta, GA","140,054","142,007","144,121","142,937","143,433","143,311","144,471","145,360","146,143","147,292"
"Vallejo, CA","413,967","416,342","419,674","423,659","429,006","433,409","438,858","443,511","445,725","447,643"
"Van Wert, OH","28,678","28,625","28,636","28,347","28,334","28,319","28,177","28,283","28,253","28,275"
"Vermillion, SD","13,828","13,983","14,064","13,896","13,883","13,768","13,933","14,032","13,983","14,070"
"Vernal, UT","32,467","33,241","34,641","35,682","36,918","37,791","36,264","35,228","35,405","35,734"
"Vernon, TX","13,509","13,452","13,289","13,204","12,988","13,055","12,880","12,683","12,777","12,769"
"Vicksburg, MS","48,834","48,318","48,215","48,289","47,941","47,481","46,958","46,682","46,093","45,381"
"Victoria, TX","94,102","94,765","96,447","97,518","98,548","99,649","99,914","99,597","99,466","99,742"
"Vidalia, GA","36,388","36,225","36,055","36,146","36,117","36,092","36,106","35,883","36,070","36,002"
"Vincennes, IN","38,391","38,473","37,974","38,055","37,961","37,760","37,333","37,044","36,596","36,594"
"Vineland-Bridgeton, NJ","156,699","157,043","156,934","156,098","156,009","154,712","153,233","151,423","150,635","149,527"
"Vineyard Haven, MA","16,572","16,697","16,829","17,159","17,297","17,274","17,315","17,311","17,329","17,332"
"Virginia Beach-Norfolk-Newport News, VA-NC","1,717,036","1,723,208","1,734,121","1,741,366","1,750,937","1,756,340","1,758,763","1,760,926","1,763,713","1,768,901"
"Visalia, CA","442,969","446,784","449,779","452,460","455,138","457,161","459,235","462,308","464,589","466,195"
"Wabash, IN","32,848","32,567","32,386","32,269","32,100","31,860","31,513","31,380","31,198","30,996"
"Waco, TX","253,808","255,700","256,938","258,685","260,376","262,660","264,829","268,971","271,427","273,920"
"Wahpeton, ND-MN","22,918","22,843","22,816","22,787","22,807","22,643","22,612","22,609","22,473","22,384"
"Walla Walla, WA","58,915","59,444","59,329","59,361","59,510","59,932","60,008","60,512","60,615","60,760"
"Wapakoneta, OH","45,898","45,741","45,770","45,801","45,737","45,734","45,766","45,753","45,736","45,656"
"Warner Robins, GA","168,508","171,561","173,592","174,689","175,717","176,293","178,507","180,163","182,886","185,409"
"Warren, PA","41,771","41,506","41,261","40,954","40,658","40,334","40,026","39,679","39,551","39,191"
"Warrensburg, MO","52,686","53,297","54,124","54,139","54,010","53,496","53,497","53,735","53,621","54,062"
"Warsaw, IN","77,340","77,353","77,603","77,865","78,371","78,547","78,732","79,026","79,416","79,456"
"Washington, IN","31,720","31,950","32,116","32,282","32,680","32,823","33,010","33,136","33,278","33,351"
"Washington, NC","47,822","47,675","47,431","47,382","47,339","47,389","47,369","47,033","47,056","46,994"
"Washington-Arlington-Alexandria, DC-VA-MD-WV","5,678,491","5,782,319","5,878,942","5,963,312","6,031,945","6,093,950","6,149,301","6,211,341","6,247,841","6,280,487"
"Washington Court House, OH","29,014","28,867","28,767","28,686","28,650","28,611","28,670","28,639","28,653","28,525"
"Waterloo-Cedar Falls, IA","167,920","168,443","168,811","169,853","170,450","170,852","170,110","169,359","168,936","168,522"
"Watertown, SD","33,127","33,397","33,573","33,791","33,907","33,875","33,979","34,123","34,103","34,173"
"Watertown-Fort Atkinson, WI","83,724","83,846","84,359","84,604","84,361","84,488","84,464","84,733","85,049","84,769"
"Watertown-Fort Drum, NY","116,592","117,752","120,235","118,490","117,971","116,371","112,980","113,157","111,866","109,834"
"Wauchula, FL","27,730","27,684","27,439","27,311","27,266","27,177","27,219","27,154","27,168","26,937"
"Wausau-Weston, WI","162,829","162,844","162,870","163,189","163,241","163,181","162,935","163,203","163,094","163,285"
"Waycross, GA","55,123","55,048","54,798","54,760","54,523","54,421","54,752","54,865","54,975","55,199"
"Weatherford, OK","27,580","27,796","28,590","29,310","29,509","29,565","29,222","28,974","28,995","29,003"
"Weirton-Steubenville, WV-OH","124,329","123,482","122,680","122,139","121,507","120,665","119,269","118,074","116,982","116,074"
"Wenatchee, WA","111,264","111,876","112,669","113,110","113,894","115,586","117,221","118,325","119,501","120,629"
"West Plains, MO","40,552","40,584","40,537","40,236","40,122","40,070","40,132","40,074","40,126","40,117"
"West Point, MS","20,560","20,496","20,397","20,355","20,146","20,005","19,854","19,621","19,404","19,316"
"Wheeling, WV-OH","147,899","147,260","146,527","145,938","144,968","144,157","142,955","141,255","140,059","138,948"
"Whitewater, WI","102,197","102,643","102,871","102,793","103,171","102,475","102,627","102,850","103,550","103,868"
"Wichita, KS","623,887","625,327","628,159","630,365","632,810","635,551","637,653","637,511","637,519","640,218"
"Wichita Falls, TX","151,649","150,311","151,040","151,448","151,867","150,083","150,327","150,956","150,955","151,254"
"Williamsport, PA","116,225","116,748","117,222","116,598","116,290","115,598","114,876","114,012","113,866","113,299"
"Williston, ND","22,589","24,406","26,735","29,591","32,106","35,301","34,213","33,467","35,469","37,589"
"Willmar, MN","42,233","42,202","42,373","42,450","42,482","42,623","42,697","42,778","42,910","43,199"
"Wilmington, NC","255,699","259,141","262,759","267,700","271,863","276,848","283,580","289,447","294,273","297,533"
"Wilmington, OH","41,922","41,913","41,819","41,864","41,805","41,839","41,887","42,004","42,085","41,968"
"Wilson, NC","81,294","81,155","81,396","81,189","81,007","81,240","81,307","81,436","81,392","81,801"
"Winchester, VA-WV","128,652","129,954","130,910","132,278","133,526","134,284","135,739","138,020","139,492","140,566"
"Winfield, KS","36,312","36,249","36,267","36,170","35,896","35,752","35,650","35,297","35,149","34,908"
"Winnemucca, NV","16,584","16,639","17,071","17,354","17,215","17,017","16,795","16,719","16,778","16,831"
"Winona, MN","51,435","51,355","51,343","51,332","51,059","50,827","50,861","50,718","50,735","50,484"
"Winston-Salem, NC","641,245","644,266","646,794","649,901","653,250","656,277","661,024","666,640","671,129","676,008"
"Wisconsin Rapids-Marshfield, WI","74,815","74,655","74,322","73,920","73,587","73,350","73,219","73,038","72,954","72,999"
"Woodward, OK","24,156","24,151","24,750","25,373","25,654","25,831","25,060","24,501","24,251","24,070"
"Wooster, OH","114,394","114,649","115,029","115,400","115,912","116,214","116,613","116,168","115,790","115,710"
"Worcester, MA-CT","918,935","922,378","924,856","928,346","932,278","934,604","936,422","942,147","946,113","947,404"
"Worthington, MN","21,425","21,621","21,736","21,797","21,698","21,748","21,878","21,671","21,744","21,629"
"Yakima, WA","244,256","245,926","246,127","246,485","246,870","247,800","249,327","249,922","250,562","250,873"
"Yankton, SD","22,436","22,500","22,584","22,641","22,676","22,682","22,649","22,682","22,759","22,814"
"Yauco, PR","106,937","104,954","102,970","101,054","98,695","96,258","93,747","90,758","86,497","85,830"
"York-Hanover, PA","435,413","436,701","437,466","438,932","440,475","441,741","443,693","445,484","447,847","449,058"
"Youngstown-Warren-Boardman, OH-PA","564,826","562,347","558,530","555,850","553,039","548,798","544,582","541,545","538,226","536,081"
"Yuba City, CA","167,099","166,971","166,963","167,597","168,311","169,327","170,694","172,782","173,905","175,639"
"Yuma, AZ","197,127","202,841","202,475","202,420","204,054","205,186","207,247","209,507","211,612","213,787"
"Zanesville, OH","86,214","86,243","85,794","85,649","85,905","86,194","85,993","86,123","86,131","86,215"
"Zapata, TX","14,087","14,227","14,276","14,385","14,376","14,493","14,446","14,254","14,149","14,179"
